,tweet_id,sentiment,content
4219,1960293684,worry,"knee fucking hurt man   haylee do not care , milkshake - shake - shake - shake"
4223,1960295070,worry,get 34/40 exam 1 ... percentage do nt look good
4226,1960296070,worry,I ve terrible mistake    need auto save function
4227,1960296139,worry,"unbelievably shocked fire good radio personality , martin streek"
4231,1960296801,worry,
4233,1960296980,worry,work do not like today nasty outside   can not wait home today clean house
4234,1960297077,worry,hmm ... your blog will not let post comment
4235,1960297149,worry,shit get shit hw 2nite
4241,1960298901,worry,"hair , grow"
4245,1960299706,worry,that s bad start day
4246,1960300158,worry,look forward see tonight go
4247,1960300173,worry,freak bit .. cross finger thing work ok
4250,1960301465,worry,miss boy
4251,1960301638,worry,sad . wish big kid . god bless kid
4253,1960302289,worry,I be depressed ! want know kiss
4254,1960302395,worry,... think I be gon na fail aswel
4255,1960302709,worry,butbutbut ... qwerty keyboard ... qwerty keyboard nethack port
4261,1960304230,worry,ooooo sooooo wanna swap day boring revising loom uni exam
4262,1960304614,worry,"really , want golden retriever . bad will not live home run 10 year"
4263,1960305113,worry,think I be break again .   : \
4270,1960306309,worry,miss water cuz go dry
4271,1960306367,worry,I be start feel depressed hurricane talk ... I be line
4272,1960306418,worry,"walk school , welt thigh"
4274,1960306762,worry,"head pound .   pound , like tap suppose .   homework time"
4275,1960306939,worry,"it be beautiful outside . sun shining , bird singe I ? I be study   wish vacation"
4277,1960308245,worry,meet short line fcb tunapuna ... teller disappear
4278,1960308585,worry,dang realize bad eye get
4279,1960309438,worry,urgh there be power cut
4280,1960310068,worry,"spend day shopping aiza .   do not like shop .   still , fun foot do not"
4282,1960310671,worry,"try invite   out , think she be afraid"
4283,1960310709,worry,sit parking lot - by   miss baby . couple min til get ta deal bitch . I be peacin ' hit gym
4287,1960315010,worry,nightmare night bad slept curl tightly ball . sore over . take aspirin . hurt
4289,1960315413,worry,"liesgirlstell liesboystell thread woman man alike screw struggle real , honest relationship"
4291,1960316102,worry,ironpython + window mobile no - go . compact framework do not support reflection.emit
4295,1960317017,worry,flylady oh deary I : 15 min rescue kitchen   shall come later mow lawn cool outside
4300,1960318666,worry,man do not know ... month actually cry speakin she . sad
4313,1960322421,worry,"yeah , plus totally overspend"
4315,1960322665,worry,do not feel like friday
4317,1960322909,worry,way work wish day
4319,1960323135,worry,think friend life boyfriend time girl
4321,1960323456,worry,": I will heerlen sunday will not there , right"
4325,1960325403,worry,tokyo tomorrow . expect rain sunshine
4326,1960325505,worry,noooo ! ! ! ! ! I be sorry
4331,1960326138,worry,"@ ryanseacrest : hi problem say stream online , wat be right"
4337,1960327402,worry,miss
4342,1960327936,worry,"I be glad throw tantrum !   go to , do not know    apologetic , darn"
4344,1960328354,worry,"sad ... find otu boot camp late .    oh well , la day"
4347,1960329331,worry,northern clemency .   do not recommend it .   description action . slow
4350,1960329792,worry,"oh yes ( y ) metro , do nt think drinking , think mite work nextday"
4351,1960329964,worry,"offense , hair bad today . "" life be not worth live anymore    hurt like hair insult . * cry pillow *"
4352,1960330048,worry,will not poor ernie reye jr break
4355,1960330501,worry,need mommy
4362,1960335720,worry,"pina 14   good!!he would nt like girl flirt colleague , would"
4363,1960336689,worry,"upset , leave phone home"
4365,1960337108,worry,dimple preview ... today ?   have not air yet ...
4368,1960337427,worry,pirate voice : aaarrrggghhh ! ! ! 4got damn wallet work shermk ! ! ! dammit ! ! ! close far ! ! ! I m starve
4370,1960338186,worry,hope mom okay
4371,1960338574,worry,tequila end good decision
4376,1960338825,worry,think look little silly -.- camera break photo
4380,1960339975,worry,could not money mikey time .   trust I . make sad
4385,1960341067,worry,doesntfeelwell
4386,1960341329,worry,sit kid school listening mom discuss daughter woman . feel unsafe
4388,1960341680,worry,sweat cute .   unfortunately have not figure work sweating . boo
4389,1960342217,worry,"I m start rethink "" I ca nt stand cold place "" stance .. this heat , humidity unbearable & ca nt stand ac   meltingaway"
4391,1960342701,worry,work
4393,1960343673,worry,I have try
4398,1960346269,worry,upset
4399,1960346308,worry,hope do not let
4402,1960347673,worry,yeah ill verizon ... option right
4403,1960348903,worry,find august . get tired transatlantic flight . good carbon footprint
4406,1960349056,worry,gon na tooth take
4409,1960349891,worry,do not
4410,1960351117,worry,tre depressed
4414,1960352903,worry,recover 10 photo
4415,1960353097,worry,can not find    hope do not eat night ... he jump deck    wo nt stay safe * sigh *
4421,1960354169,worry,yay have giant headache   stupid glass
4422,1960354251,worry,"wake now , lazy worry"
4423,1960354276,worry,what be mass exodus work half three ?   make sad
4424,1960354292,worry,"enjoy night "" real world social networking "" -   lok event vancouver .   great ! .   headeache today"
4425,1960354374,worry,"kill boy oh sorry ! get reply   you . yes , know nirvana"
4426,1960354566,worry,check account pay twice
4429,1960376921,worry,think 90 % irish population manchester come house today 1 person want
4431,1960377127,worry,"street fighter iv skill lack , can not beat seth easy"
4432,1960377130,worry,home pukey boy ! poor little baby
4435,1960377967,worry,poor pooch
4437,1960378089,worry,"poor ds bed 100.8 fever - will not able walk relay life tonight - feel bad he , he be sad"
4439,1960379461,worry,bit tick time   eat ton garlic summer mosquito away ! boo >:o
4440,1960379668,worry,I have burn collerbone arm face ! aww
4442,1960379789,worry,"poor jon , feel dude    eat chocolate , that will feel well , oh & ice cream - yum"
4455,1960383540,worry,work precursor bing msft . can project
4459,1960384392,worry,"bad , depressing day , ever .   r.i.p"
4461,1960385114,worry,suck
4463,1960385365,worry,"that s bad cuz get hurt pain , poor stephen smushe twitter"
4465,1960385554,worry,try learn speak french !   can not remember single word
4476,1960387687,worry,today friday : hope read message reply soon . reach phone work
4481,1960388314,worry,"chile , get ta study    hope catch art sumshin ... I need"
4482,1960388833,worry,gloomy ever . want hit beach too .   like handle errand lol
4483,1960389377,worry,"fml , ca nt loose friend"
4491,1960391116,worry,"think there be wrong video , load 40 - ish second"
4494,1960391389,worry,careful cop do nt mistake kid criminal - hear indiscrimate shooting go
4495,1960391573,worry,try 2 jail sissy   apparently warrant agg town ( yeah shock hell outta 2)lmao yeah right
4496,1960391817,worry,happy friday ! realize left cell phone home today
4506,1960419822,worry,"wish I would ball , 2 kid know illogical ppl be , do not want risk"
4507,1960420090,worry,haha . know . need new car too . oh ps get speed ticket
4517,1960424332,worry,enjoy ... wish there ! nice day springfield today .. however end month expense report
4518,1960424648,worry,I be tired today
4519,1960425218,worry,"oh , no .     I will think good thought"
4520,1960425570,worry,"enjoy cold , raininy boston day .   think new metal do not like get wet . ; -"
4521,1960425693,worry,find hard stay productive sun come building
4524,1960426497,worry,tell today ! : s it be day
4526,1960427531,worry,what ?
4527,1960427979,worry,work home run coffee
4531,1960428637,worry,hope mom ok
4535,1960430451,worry,"failure , eat char siew pao   think skip dinner non - existent diet"
4542,1960432066,worry,nat ! ! ! I be go miss badly
4543,1960432135,worry,"oh cool ! ! ! , ok head laydown ice it , heep swell down , feel bad"
4546,1960433031,worry,feeling undervalued neglect . sunshine pull lul
4549,1960433726,worry,hi all ! can not stay long work soon
4550,1960433862,worry,chrissy sick w/ spring cold    tissue stick nose night look pathetic .   feel well soon baby
4554,1960434611,worry,go cabin soon
4555,1960434659,worry,ipod gon na die gymnastic be not   boo
4562,1960437054,worry,"20 hope soon , know hate fake"
4569,1960446063,worry,slave away work
4571,1960446216,worry,prob wo nt happen
4573,1960446720,worry,way work ! work suck big time
4580,1960448602,worry,"wake up .. impressed sleep dream . today go sucky day , feel"
4581,1960448738,worry,sprain ankle yesterday hurt bad today
4582,1960448767,worry,- can not live chat
4585,1960449559,worry,"oh well,,,you dunno liv eanyway"
4587,1960449828,worry,... wish have not
4588,1960449843,worry,investor   how .... no phone
4592,1960450705,worry,friday new thursday
4593,1960450835,worry,wish   california ..... I m sad
4600,1960451786,worry,sad get plan cancle
4604,1960453722,worry,frustrated ! ! ! I be stick home transportation global god conference ! ! ! ahh
4611,1960454836,worry,worried friend
4612,1960455427,worry,wake early ! sick
4618,1960456030,worry,": mail server reject simple , plain reply potential spam / virus threat . good"
4621,1960456136,worry,ok lot boring thought   matt lockdown bc moolah
4622,1960456900,worry,"science , history math .. nice outside"
4623,1960456936,worry,it be 8a I be dress   we be set today let real fun begin ! ! ! light ! camera ! action
4627,1960457648,worry,iprocrastinate : far 1 character flaw . get ta session 11 do not want emerge cover
4629,1960457767,worry,wish dalla kiddnation family
4647,1960462908,worry,go dentist
4649,1960463668,worry,I be scared set pw bb bc forget & end lose datum . financial info it . catch 22
4651,1960464904,worry,stack8 mady u go ?   truck u run away
4658,1960466725,worry,hahahahahah thought follow already .. I do not know happen . sorry ha
4659,1960466758,worry,"bank "" something wrong . find 17 july harl / sil book want"
4660,1960466847,worry,jz local movie here . title be virgin 2 :p actually feel good . tired n dizzy
4661,1960466934,worry,sit think warm wishing be nt so ! thing sort drive bonker
4664,1960467071,worry,hate life big time sooo poop gode ould cry
4668,1960468056,worry,charley horse leg night . fuck
4670,1960468669,worry,sinus congestion make thinking straight difficult
4673,1960468892,worry,damn ! got catch eat cadbury temptation brother . 6 piece go   bournville time . u earn
4674,1960469291,worry,go tonight
4681,1960470693,worry,go meet new family I be babysitte for ... wish sleeeeping
4693,1960472543,worry,"palm now . like htc hd , cost 3 time phone"
4694,1960472599,worry,"grrr , can not practice trumpet vocal gland neck hurt much ! guitar"
4695,1960472644,worry,"abit happy thought ashleigh & loocie soonish , sad miss s - ane"
4698,1960473109,worry,go picture take
4699,1960473115,worry,army - provide root canal . fun . I be starve crave lunch paloma blanca . that be long way
4713,1960490016,worry,totally overstress ... go work ... want college work away ... do not wanna fail
4715,1960490916,worry,I have get headache
4716,1960491502,worry,"pray well soon sweet , sorry"
4720,1960492134,worry,"ahh , forgot test today"
4728,1960493884,worry,sunburn peel
4729,1960494488,worry,it be sooo hot 2day ! ! ton sunblock jogging ; think face burn
4732,1960495284,worry,ahhhh think rain gon na begin shortly
4738,1960496091,worry,want somebody cheer
4739,1960496253,worry,guess do not hear grumble kindle come cover . purse + eink screen = shortcut break screen
4750,1960498607,worry,wake darling
4752,1960498991,worry,sound yummy .   almond need ?   nuts expensive
4759,1960500178,worry,nervous animal right presentation period
4760,1960501232,worry,fritz roderick von hughe sad kennel day
4763,1960502547,worry,sick home
4766,1960504319,worry,go bed 12:20 night . wake 10:45 . holy crap .   need early . like 8 . wish 6 day
4768,1960505394,worry,can not believe tour
4770,1960506210,worry,likewise . do not know use gtalk like I be hold hope
4777,1960509682,worry,"try translate tweet google translation service , spit"
4778,1960509729,worry,read take note undertande   ... help
4782,1960510179,worry,real stress
4784,1960511009,worry,twitterberry wo nt work friend
4787,1960511400,worry,sorry - do nt mean    hope think positivly 80 look 30
4797,1960514213,worry,"kinda , housemate bit frantic appear fork hiding room , need revise"
4802,1960515298,worry,throat hurt bad do nt want swallow spit .        officially ca nt talk
4803,1960515691,worry,"ugh wrong , suddenly feel extremely flushed shaky break sweat . idk what be wrong"
4806,1960516481,worry,could not fucking sleep today either . hard stay asleep reason
4810,1960517273,worry,"@ janet   ouch , hate favourite item clothing ruin"
4816,1960519072,worry,think today longg day
4820,1960520455,worry,"14 page leave read , time start again , again .   lunch duty ... love 6th grader"
4821,1960520960,worry,"have nt get yet , u"
4826,1960528203,worry,want adopt
4827,1960528493,worry,sooo tell lose followerzzz
4830,1960528948,worry,could have say hi . we be south tho
4833,1960530052,worry,tummy hurt   blame night be chinese food
4834,1960530104,worry,"know . want come bec I be excited , do not bec it be gon na fast &"
4835,1960530194,worry,"I m feel sad , like new haircut"
4836,1960530621,worry,cause eyelid deep set .   thank help lot
4837,1960530713,worry,idea   I be watch rafa too . run comp check live score . he be 3 - 2
4839,1960532185,worry,girl stay invite follow - up hahaha ... phone check
4841,1960532835,worry,I be sorryyyyyy   I will home fast possible meeting
4848,1960534634,worry,gm twit ! head bx clean new apartment ! kinda sad cuz dreamed night
4849,1960534684,worry,know . second problem be : do not exist applie . shame
4858,1960536161,worry,can not   money spend
4862,1960537056,worry,move today .... sad day
4864,1960537115,worry,need plug . real . ear want stretch . money
4870,1960539094,worry,"think have lunch soon , food"
4874,1960539640,worry,"run then , join you ... miss run"
4878,1960540635,worry,"nyc placement start come out , look like upgrade wait week placement ! dreadfully"
4885,1960543568,worry,need work soonish do nt want   try save money ... life fab ( not
4886,1960544150,worry,"move office tomorrow 3 year one , sad day"
4889,1960544806,worry,lord ! day go slow
4893,1960546098,worry,stayn @ home school . sick . doc say bronchitis
4895,1960552525,worry,go star trek ( again ) tomorrow night time imax glory !   hope motion sickness do not well
4906,1960555226,worry,hate life moment . there be nos delicate little mind
4908,1960556130,worry,need external hard drive . do not money    < do not wanna music ! >
4910,1960556773,worry,"you be busy bob , I be jealous . I be sure afford meet john de lancie leonard nimoy"
4916,1960558967,worry,"great . mom piss I , send asbestos fill backroom"
4920,1960559624,worry,"guess it will work fusion . you will boot directly vista online banking , suck"
4922,1960559837,worry,I be go miss imac month
4925,1960560212,worry,good   feeling today
4929,1960561437,worry,go town sunny friday half term again . eugh get electricity
4932,1960562249,worry,"oh matey , ill ?   bit mean suzi call chicken scab you be"
4937,1960563813,worry,watkin oh gosh ian miss
4939,1960564940,worry,rise * hug * thank . do not know I be go fix I be go account
4940,1960565074,worry,lot lot red wine ... know good manage sick time
4945,1960565967,worry,figure wat wrong drink ca nt eat
4948,1960566393,worry,sephora have 75 % sale . I be break   life be not fair
4949,1960566583,worry,ughhhhhhhhhhhh   :/
4954,1960568105,worry,"that be prob , idea meet guy . meet exs online & I have date pool dry"
4959,1960569575,worry,wait patiently tonight .... al lonesome
4963,1960573430,worry,"ok , dentist today . want bask sun"
4967,1960575049,worry,warm be nt it ! ! :o arm sore   bad time . face little red : s
4968,1960575702,worry,good mornin & u tol twitter lol know & call u yesterday 2 u okay answer   r u feelin babe
4969,1960575835,worry,ss gym project . finally finish ... damn filthy hobo be try eat taco be .   ! !    </3
4970,1960576036,worry,that be beautiful ! thank share ... grandpa recently diagnose alzheimer
4973,1960576554,worry,nomatter sleep tired   go sleep early late
4977,1960577269,worry,oh gfail end ? html version day
4981,1960577964,worry,need lose weight . anybody wanna exercise - buddy
4983,1960579119,worry,teng
4985,1960579271,worry,pleeease reply
4991,1960580941,worry,thank got hurt wednesday go vet today
4993,1960581466,worry,happen once ... be not drunk . lol
4999,1960583576,worry,"magician yes , apnea , it be prob . I be med cause this .   help much , do not want stop"
5001,1960584142,worry,do nt know   do nt realize go   let again ... darn twitter
5002,1960584360,worry,"wanna know fun way wake up ? have panic attack able breath fucking reason , fucking sucked"
5003,1960584414,worry,up . shower . struggle drive door . I be gloomy . miss sway
5006,1960585200,worry,congrat graduate ! beautiful thing & big deal ! wish cudve attend lil man ryan kdg graduation ..   feel sad
5010,1960585785,worry,ya send luvin     I m sense deep fiery anger surround presence right
5015,1960587331,worry,surprised lleyton be nt put fight
5018,1960589360,worry,get fever half - dead
5024,1960590815,worry,can not play world conflict computer run slow
5025,1960590902,worry,- yep . drank bawl morning   ... bawl I .
5027,1960591132,worry,it be bad start day you be sweat butt 0930 range
5036,1960598323,worry,"can not buy new night toe ? it , it be grasp , it be bring shop cart"
5039,1960599083,worry,yeeeeeessss can not wait ! bad can not drink
5040,1960599136,worry,work ! miss sunshine
5041,1960600274,worry,ff sport :     baseball   sorry get phone acting
5045,1960601386,worry,day have not get time play plus it be rain chilly headache - wth ? . . go sulk mode
5046,1960601484,worry,I be piss today n sadly .. can not share reason
5047,1960601518,worry,it be friday usually start awsome ... I be sure that will time   get ta shake
5049,1960602485,worry,fuck . arm feel like sore jell - o
5050,1960602598,worry,awww
5056,1960603462,worry,"beach far away atl ? ?     need beach , need beach"
5059,1960604444,worry,aw man I m sorry ! logical reasoning promise ! study order tutor new student ! 4give
5060,1960604860,worry,"miss yesterday , lacey .     granulation tonight ,"
5063,1960605930,worry,work ... mercedez be day
5065,1960606019,worry,eat eat ? gon na meal 2 week
5066,1960606095,worry,get past bad crash ......... car mangle
5068,1960606825,worry,oh somebody hack email   I be scared now . fuck
5072,1960607270,worry,"yep , exactly    I be sad tour ... I know I be gon na cry m&g"
5073,1960607479,worry,trip bet do not fall asleep till like morning   sorrie
5076,1960609076,worry,"yeah like 5,000 type snake .. and it be wicked wicked wicked hot ... and idk . do not think I would like"
5078,1960609479,worry,"come in , bake slight headache"
5079,1960609525,worry,"do not think go well , 15 min"
5082,1960611150,worry,hi donnie today want 2 hear u u guy r go reschedule nc do nt 2 b bum anymore
5085,1960611793,worry,lose . help find good home
5088,1960612064,worry,dnt knw wot stay wit 1 do nt want 2 b wiv home rent 4yr bein away
5090,1960612553,worry,look like we be exact track   worse able fix thing love
5091,1960617447,worry,club card picture cure world hunger ! gold ! thing awesome ! bad do not
5092,1960617748,worry,yucky !   time bring vaccuum war . house spider haven reason . cool
5105,1960620873,worry,I be try figure earth suppose able update status phone . help meeee
5108,1960621638,worry,it be official get raise year
5109,1960621684,worry,2 year m devistate knock old primary school
5110,1960622350,worry,"oh , mean . true improperly , know"
5111,1960622891,worry,today day employment 3.4 year . come graduate school !   go miss action www.shugartbates.com
5112,1960623184,worry,e3 2009 time g4tv be e3 coverage comcast move   g4 channel basic cable premium
5122,1960626434,worry,lab inform logic board dead well . farke expensive replace . do not know do .   mypowerbookg4rip
5123,1960626574,worry,"know include I . straight white man , right ? wanna problem"
5126,1960626795,worry,work .   extremely slow start up be
5129,1960627142,worry,scary
5134,1960628049,worry,downside nice weather : bring chavs
5136,1960628368,worry,need sumthe excruciating headache
5139,1960629164,worry,mother take gambit vet today . hope it be
5144,1960630103,worry,haha .... I cudnt ticket dublin .. I soo upset
5148,1960631340,worry,"tom ! tour philippine , please ?   awesome"
5151,1960631559,worry,hope leave bb home do not lose metro
5156,1960632121,worry,"oh kasa , lose hair"
5158,1960632359,worry,reason can not find late arena magazine fold recession . grrrrr . gq / fhm survive ? justice
5161,1960633664,worry,"sister law house , car tree got hit lightning night ! ai nt shit lol news , awww sorry"
5168,1960660160,worry,wow drank drink water - 12 ice cube take age melt . brian freeze
5170,1960660475,worry,"wait email   max . consider news , bad news"
5172,1960661455,worry,"miss mom today . "" date "" year flower together . yr alone . feel weird"
5176,1960663017,worry,"yes , hope gas price story ... guess be not mean"
5177,1960663369,worry,hurt
5186,1960666000,worry,"be not give exact date , should not long . accept apology inconvenience"
5191,1960666433,worry,can not feel tail bone
5192,1960666441,worry,good luck .. wireless work post it6
5193,1960666536,worry,"different poetry I . catullus , ovid extract aeneid .   x"
5194,1960667125,worry,omg I be year work permit ! go home end june ... I be gna miss    canada
5195,1960667439,worry,"job aspire to , supervisor   talk stress little pay"
5196,1960668104,worry,tired do not know
5198,1960669209,worry,"kidney stone   deserve kind pain , twice time life ? ? ? take drug , peace"
5200,1960669360,worry,definite yet .. and week    resort give away
5204,1960669735,worry,think u come u mom say rj take
5206,1960669986,worry,"maaaaan ! spend hour project work , computer bork crash lose"
5209,1960671183,worry,use 32 lbs tabby cat . get north shore animal league diabete
5211,1960671763,worry,"I be look forward go home tomorrow , wish different reason"
5218,1960673237,worry,hey rda2009cla presentation large post !   sorry    ( from rule entity : catalogue rda live >
5220,1960673722,worry,tgif . do not feel good
5225,1960674473,worry,aww ... sorry you .   lord strength rest today
5227,1960674778,worry,rlly dead ?   descanse em paz ... luto sad rip
5229,1960675157,worry,paint nail green attempt look like army person . annoyed tan apart I ! freckle sunburn
5233,1960702589,worry,try revise environmental study write personal statement time hard
5234,1960702652,worry,"bad news ...   btw , start friend jedi academy unleashed mod . sp pc"
5236,1960704293,worry,enter 20 second post do not
5237,1960704390,worry,internet today
5239,1960705157,worry,super hungry ... domino martabak ... tempting fatten
5245,1960706810,worry,sorry
5254,1960709516,worry,early class . ( ( blahh))------- > hang kiddy
5256,1960710059,worry,and ! would nt able go . far
5259,1960710520,worry,- damn . lol friday . ? saturday lol . I m australia
5273,1960714620,worry,wisdom tooth pull
5274,1960714631,worry,wake feel sharp pain leg . school today
5275,1960714837,worry,"@ kotenok ! !   ... maybe take look say "" that be girl"
5277,1960715055,worry,take load old broken concrete landfill . try find recycler
5278,1960715335,worry,sit connection listen employee reminisce mope shift
5279,1960715341,worry,miss drive
5285,1960716265,worry,miss   wish
5288,1960716755,worry,I be conflict here .   like mike feeling darrin .   it be complicated .   do not know
5289,1960717106,worry,"I be tired today - sleep badly ... I be glad it be "" off "" friday , I have get ton stuff   fb"
5296,1960719601,worry,afraid catch thing go around ... feel utterly drain it be 10
5297,1960750680,worry,"cold away , turn it be sinus infection keep get bad bad day"
5299,1960750898,worry,get ta assignment tomorrow   omg mackillop swine
5303,1960751234,worry,happen ?   suffer neck / shoulder / back pain like I ?   can not
5306,1960751563,worry,notice
5309,1960752399,worry,": I be sure lot studio equipment collect analog stuff can not buy anymore .     seriously , condolence"
5310,1960752950,worry,bye la ... miss
5313,1960753306,worry,wanna watch pcd concert dad
5314,1960753619,worry,"dreary , rainy , crappy day"
5324,1960755192,worry,tired
5326,1960755374,worry,new version well
5327,1960755437,worry,"meowmie be friend money , do , would not able pay"
5332,1960756863,worry,gah sunlight bright today it be give headache   resort wear new sunglass
5335,1960757440,worry,10 25 wait doc come break water
5339,1960758309,worry,want borrow mx5 weekend
5345,1960759330,worry,garden attack bug come inside
5346,1960759416,worry,know sound stupid .   have 2 job suck . do not like feel like this . feel bitter angry . I ? 70
5353,1960760512,worry,eatte candy buy little mexico night ... charge ass .50 swippe card taste like shampoo
5366,1960762553,worry,know you be old party like rockstar when .... you realize clap dance . it be
5381,1960809015,worry,bree hi otter ! favorite- fact slowly kill shell open
5382,1960809017,worry,sorry guy do not sign   sorry every1
5384,1960809381,worry,horrid dream . suspect cancel plan tonight
5388,1960809900,worry,sorry hear mum
5392,1960811112,worry,online portfolio   great ... esp job try look
5395,1960811597,worry,"agree , can not sell   I be brick & motar store ...   soon hopefully"
5398,1960811752,worry,"day hair , weather suck   sun"
5400,1960812135,worry,"4 hour sleep , migraine , again ? wrong I ?     hate life"
5401,1960812512,worry,ride time dismal rainy week .   have not able gym instead
5402,1960812607,worry,dammit pass work
5404,1960812888,worry,go doctor now . scared shit
5405,1960813248,worry,body hurt   need rub like
5406,1960813431,worry,lose . help find good home
5407,1960813657,worry,"I be totally gutte , ended foot cast today can not travel nottingham guy    xxx"
5408,1960814213,worry,"140 character , find , rarely elaborate"
5415,1960816199,worry,throat hurt
5416,1960816516,worry,eron effy break heart
5420,1960816877,worry,"aw , man"
5430,1960818403,worry,- pet cancer
5434,1960818727,worry,"be not lovely ? be not beautiful ? "" sorry stevie , you be position judgement   steviewonder"
5435,1960818988,worry,braxton 2:30 untill 4 am will not sleep 15 minute time ! it be hard mom day like
5437,1960819672,worry,sit @ home sick .... wish cold wuld away .... start skool mon ! ! ! yay ! ! ! !
5439,1960820049,worry,try groove study   heeelllppppp meeeeeeee
5441,1960820362,worry,do not pop well . feel lousier playing
5444,1960821314,worry,ahh everyone be today take sunny weather   watch tv
5449,1960858820,worry,got walk school get ta heat give stroke
5451,1960859086,worry,know you be work late hear sun set twitter
5452,1960859191,worry,"start phase 1 operation "" be productive""- pack clothe . can not find pink tank top ! ! oh"
5460,1960860729,worry,update ? have nt
5461,1960860950,worry,lol y ? gross ? ?   I be hungry there s nothin
5463,1960861234,worry,sure afterall
5464,1960861397,worry,"chance blow it , suffer consequence .. gnite tweep"
5465,1960861531,worry,kid summer/ pool take over/ tanning girl   haiku yayschoolisout sarcasm
5467,1960862577,worry,sister get lunch date do not
5471,1960864509,worry,sit desk wish thing different
5472,1960864593,worry,wonder follow it ....   c amon people
5474,1960865527,worry,sad pay < happiness>60
5476,1960866158,worry,feel comfortable today
5477,1960866492,worry,look great sick yesterday ! I be sorry do not effort hi ...   preoccupy
5482,1960867459,worry,headache
5488,1960869603,worry,sooo confused day    glad lillestrm
5489,1960869894,worry,"thing good awesome shoot destination wedding , I will miss baby girl day .    fb"
5499,1960871813,worry,"hahah yeah , problem . tomorrow bday dinner terry 7:30 do not think we will fight"
5502,1960872744,worry,"car garage & come anytime soon ! time hear gearbox problem , wait quote"
5507,1960874435,worry,"hold unemployment , hope complete need daughter school ! look good"
5509,1960874750,worry,"I m back , sorry , lot work   news"
5513,1960900440,worry,ok nevermind . photo set private . sorry
5517,1960901222,worry,think go lenny .. do nt know ! ahh ! lol hate make decsion
5525,1960902624,worry,tgif ! morning ! it be non - stop & need coffee . stay late night try today work do . do not work
5528,1960902882,worry,"totally agree . do not like everybody close window bus , train etc . I be afraid get disease"
5533,1960903914,worry,
5536,1960904853,worry,oh nancy - sorry loss   & wish good
5537,1960904903,worry,sleep parent bed hard rock feel like rock
5541,1960905670,worry,buy vespa money spend
5543,1960906137,worry,industrial tommorow ! oh yeah & bunch old people away forever & probably cry place
5544,1960906439,worry,feel like I be betray trust drop pup groomer
5548,1960907350,worry,thinkin & tryin 2 figure life trick
5549,1960907396,worry,omg nervous block . speech puke . horrible .... bet get bad grade
5553,1960908186,worry,want guitar hero : world tour soo bad
5556,1960908799,worry,realize gain 40 pound year
5560,1960909333,worry,I be bored ! brother go permit ! stay road ! jk lol ! feel like friend abandon I ! 1
5562,1960909409,worry,there ... live country
5563,1960909426,worry,"hot office air con break week , fan round office push hot air help"
5566,1960909790,worry,wait sec . 8 day leave hotdogging ?   .... I sign
5568,1960910072,worry,"gettn ready trip jersey dad be good , need new heart ~ whoeva see be prayer dad"
5569,1960910316,worry,I ve get headache
5570,1960910528,worry,today like good day ! fuel pump go car   * ~xoxo~ *
5571,1960911349,worry,"do not wake early roller blade   contrary tributary , flow endlessly"
5576,1960912573,worry,"feel good all , head work 12 - 5 .   bad shift , fun do not feel well ! hope go fast"
5578,1960913203,worry,wish know ..   try figure
5579,1960913342,worry,think I be run fever feeling
5580,1960913749,worry,I be extremely hungry .... thing house soup ...   do not like soup ... * pout *
5581,1960913872,worry,mouth hurt
5583,1960915261,worry,: fun focus grouping ! participant
5585,1960941755,worry,I be lookin @ news gon na b warm beach
5587,1960942535,worry,"miss party ... you forgive pleassse , feel bad"
5590,1960942961,worry,payday ! yay ! good do . bill bill bill .... I be break
5592,1960943778,worry,tired . work today
5593,1960945108,worry,"ok , turn twitter device update new battery . phone go fully charge dead 5 hour"
5594,1960945109,worry,high cholesterol
5597,1960945637,worry,head verizon . pray pinkberry go
5598,1960945895,worry,salt day work week .
5600,1960946030,worry,"pee ( fucking coffee )   sooo long break time . 77 letter ... what write , write .. oh ,"
5601,1960947143,worry,lol ! bank tell time
5602,1960947310,worry,vegetable 2
5607,1960948502,worry,want come
5608,1960948752,worry,I be nauseous   need yogurt
5615,1960949980,worry,know want know extinction frog
5620,1960952273,worry,wanna leave 2nd period * cryy *
5621,1960952405,worry,nice outside ... I be stuck work
5622,1960952709,worry,gardening stuff order got return sender damage   need work garden centre
5624,1960953292,worry,demise woolworth be not easy find reasonably price pick n mix
5626,1960953382,worry,think lamb chop nice right now ... maybe sushi   mmm .. maybe ice lolly cos damn hot
5629,1960953719,worry,will not happen again ... I feel like let team
5633,1960953863,worry,"-dont know u herd queensland havin bad flood weather , want help ca nt"
5636,1960954150,worry,sorry hear
5641,1960956506,worry,mean play cricket can not lift I be stick home watch apprentice lovely day
5644,1960957039,worry,car die morning .   happen yesterday .   hex let know wrong
5646,1960957557,worry,dad bury week ago . leave college fourteen year ago . long time kitty
5647,1960957685,worry,gon na sister mount sinai ....   she be 24 hour
5652,1960991329,worry,"well , dog be not shelter . hope good"
5654,1960991455,worry,angry
5655,1960991910,worry,cohen lose . help find good home
5657,1960992526,worry,plan spend money go
5660,1960992673,worry,we be run thing tweet you .   wish reply ! come philippine ?   tweeet
5669,1960994974,worry,"love picture , picture whore . & boyfriend ? ? ?   jackie . fml . have not embrace phone &"
5673,1960996603,worry,feel like crap right month school leave   fml hard
5676,1960997014,worry,dangle belly ring bad investment ... the cut one pop
